Date,Location,Season,pH,Dissolved_Oxygen_mg_L,Turbidity_NTU,Conductivity_uS_cm,Temperature_C,Hardness_mg_L,Chloride_mg_L,Ammonia_mg_L,Nitrate_mg_L,Phosphate_mg_L,Iron_mg_L,Manganese_mg_L,Sulfate_mg_L,Total_Coliform_CFU_100mL,E_Coli_CFU_100mL,BOD_mg_L,COD_mg_L,WQI,Potability
2022-01-01 06:00:00,Lake_B,Summer,7.233876786381082,6.640912057635931,0.5495659310022565,178.38035991605483,20.803980151670164,85.6845261398063,61.679398136956685,0.09878561222860247,3.9606551079278765,0.056955825570320855,0.0372812106572968,0.024401162094159976,10.0,1,0,2.7545823969062866,7.031686119203231,94.35135650223744,Potable
2022-01-02 19:00:00,River_A,Autumn,4.739181454528952,4.2167148886648675,4.94088645113407,1448.624098742611,23.870725227366457,214.41737364058548,122.35535642816468,1.0359166938632032,19.098655878964063,0.12299936501821566,0.08398768110724152,0.3243164045172745,382.526343397569,93,58,9.55989981086782,20.39085484353504,31.016179326270137,Not Potable
2022-01-03 14:00:00,Well_D,Summer,7.274015879079844,7.245100155131541,1.1979254746333454,180.6095172994971,32.77103265009491,82.87340395387336,25.816463642346967,0.1914426131293726,1.9176299267281411,0.01,0.09242947371448074,0.017144470975153377,185.8492369305806,5,0,2.896782430558938,12.571385257219172,93.41225454754243,Potable
2022-01-04 10:00:00,Spring_C,Spring,6.362851139730685,7.943613922682179,0.11187071922612504,350.82365477576025,25.308641247460844,93.88142722257254,38.295055640638125,0.026531887276247498,7.547339886819227,0.01,0.015745240641679967,0.018034722516574425,129.68729814774278,2,0,2.3032487271273046,8.123781570676556,95.28359848008355,Potable
2022-01-05 07:00:00,Well_D,Spring,5.652186142227941,2.8043101964409525,1.9646410799675968,1042.4060579820798,26.862055719669723,319.9778565004932,132.30573050457016,2.0659447591067317,23.912909281766236,0.5774909305400164,0.23036380723635738,0.3406571281946072,280.35268830561057,87,46,27.426963506335362,42.744988057654666,41.88862266855203,Not Potable
2022-01-06 20:00:00,Well_D,Winter,6.156055482699696,7.86738869063063,0.4670788218325286,548.6397722556737,15.061344313868037,46.83524589455545,36.24511068625461,0.21880428467720875,9.64038676021812,0.01,0.023251129377330357,0.01,63.64920475577034,1,0,2.891579013095746,3.843409512395686,93.92360369804999,Potable
2022-01-07 06:00:00,Lake_B,Spring,6.833657904371191,7.390891482347431,1.2764716858162173,518.5451046800205,20.1397222037457,84.29098469408018,81.39976051509261,0.1155743426520328,2.593236000688732,0.01,0.05674046703759266,0.028730439419795056,90.0729205864814,0,0,1.1388681037734925,9.502842580363776,98.08529247127566,Potable
2022-01-08 18:00:00,Spring_C,Autumn,7.452713573312409,7.011402418007336,1.0305578657862353,646.9353980879675,26.767474025234662,30.367009578567114,39.072068458991865,0.6122341941693621,0.18058439960941275,0.027876887123989523,0.1040175197063127,0.017480140473189364,99.52308610079585,3,0,2.067232986309474,9.842655539434734,98.45416320132065,Potable
2022-01-09 22:00:00,Well_D,Spring,7.499997103962419,7.231005492696658,0.9379940952498095,534.002272111189,22.19495661611507,103.34994264676186,52.96432308105645,0.18740752988800136,6.795625280645326,0.028960264868993012,0.031735744626247585,0.01,52.0955984339406,3,0,2.739196767739077,9.091837971610037,98.59300885712528,Potable
2022-01-10 10:00:00,River_A,Summer,6.794963457895255,9.065171932528877,0.33307303454732257,147.14711624386763,13.103920710554858,70.32887851350925,46.25661531485072,0.049692136535803455,5.839623613534281,0.022624404098603963,0.04846817309319277,0.03635841280044038,75.03762286030866,2,0,1.2508252518604546,7.293132831222407,94.20759719183704,Potable
2022-01-11 10:00:00,River_A,Spring,6.970781529906541,6.634133562870941,1.3076557918090592,394.57037306154604,21.29082630724037,66.55724794304905,33.10389435636672,0.1304840809690416,5.607494021583557,0.0431005086941487,0.1324821524284586,0.04293117268355481,39.96027658229831,2,0,1.0145432122127194,8.831384813664876,98.03851631228642,Potable
2022-01-12 23:00:00,Canal_E,Winter,6.903081745500773,6.780756662037033,0.1,443.7587313403409,21.990393799005794,86.38047755053678,33.39182040860633,0.22503505870862317,1.8565168872371522,0.01,0.27791856892449496,0.012552475939590848,64.17975079483159,4,0,2.477169909189828,6.393168166901945,99.85,Potable
2022-01-13 20:00:00,Spring_C,Spring,5.783676598665613,3.155908251223349,0.1,1191.9278325346734,30.690507605326818,92.75017127376887,156.05091926173074,1.144083871847831,29.187462553746386,0.015126399821756596,1.230594853738207,0.1646423951211467,241.03115931107183,110,51,19.457372668132138,35.88654256049713,42.0735136603124,Not Potable
2022-01-14 03:00:00,Spring_C,Summer,7.186602826682169,7.635753879917665,0.3271247443363975,357.4297237346416,22.09666460820076,70.19554224936721,52.9612856289915,0.01659842528314413,3.099722578774786,0.01,0.01,0.05897945306894922,10.0,2,0,1.807203768826371,5.011105779577178,99.5093128834954,Potable
2022-01-15 07:00:00,Canal_E,Summer,7.534234064764555,5.975294550012194,0.1,295.47657998046077,17.946527969634705,96.35849231805742,67.80835047990541,0.17514285816116107,5.606181436029896,0.033627853051584285,0.041319049910811034,0.04278715425846098,118.12414430636608,2,0,3.1283734599392243,5.042335636350002,97.77588365003658,Potable
2022-01-16 23:00:00,Well_D,Autumn,6.941551568555108,6.146440143865607,0.21429757186941642,810.1117454188977,14.657814356846739,49.82835083949243,51.66313305427992,0.5908035829614017,3.6212956647471746,0.01,0.05085521015864816,0.01,16.90557571227349,1,0,3.626492292964384,9.59132456493424,95.02687746091242,Potable
2022-01-17 02:00:00,Spring_C,Spring,7.699344704946509,0.1,6.5756787478507075,680.0031600826574,31.385141863293107,223.5240317349376,110.23926144876748,1.3749630023935613,26.82104667433823,0.39399182849009867,0.8137103351751706,0.7730544689479236,183.5910410421393,91,58,31.933022665381262,59.33820318810545,41.78648187822394,Not Potable
2022-01-18 21:00:00,River_A,Summer,6.129617288791423,3.456954444522076,2.327032781911263,1330.7126262011802,23.22428993204967,169.24383543052454,180.01063495740146,1.8616277235651897,21.01213949665769,0.3632137576656154,0.36224438869247644,1.0126080452400334,94.36547562104698,100,61,10.837001758646956,31.400834566145367,38.93809392284733,Not Potable
2022-01-19 20:00:00,River_A,Winter,6.229149111188673,4.689444838986221,3.6895129223223955,950.0567839155935,13.136650928566109,198.91052181323803,155.996794513642,0.5431928082644969,29.270598651380936,0.04978360442977515,0.47751382487854993,0.9291257303465763,239.10838704950464,82,48,8.697089768097381,50.774490407740984,49.399809819495864,Not Potable
2022-01-20 01:00:00,Lake_B,Autumn,4.7952171048023295,4.159881481975575,0.3519690822222856,859.0609916121552,17.908968583546052,169.59966087714284,100.34395880898097,1.0684422114258152,37.297564330974645,0.19400044772801606,1.5758972209043338,1.2152666430901693,300.79070447739485,123,46,0.1,45.61733038408526,45.74664436762029,Not Potable
2022-01-21 23:00:00,Spring_C,Winter,7.29032273213772,6.653388290866671,0.2626839871866178,484.44621245848043,22.00895500369721,30.667418128924275,30.04517842726401,0.24631671403836344,5.347934474848091,0.01,0.03183206896617618,0.01439855843117693,38.21222075621645,4,0,2.7918863332282386,11.209232984593228,99.60597401922007,Potable
2022-01-22 11:00:00,Well_D,Spring,4.973795790487389,5.25963258300237,15.75573116549322,1089.4600834294722,34.68281629021692,132.88264012852676,153.65490386058255,0.9314164632399979,28.73026899064489,0.0586635197728696,0.31530805580974686,0.3600547694073631,406.27823352082123,88,64,5.078332615042601,38.6859037538919,33.632179659514584,Not Potable
2022-01-23 05:00:00,Canal_E,Spring,7.619592433858156,8.455707956121083,0.1,379.8664335268974,17.21525251905627,68.96720520547812,43.41204979675395,0.057602112016370256,5.621480962437141,0.031544847397423775,0.03791737374031056,0.0442459590181263,166.9002235669821,1,0,1.3890213151029287,7.626028580785404,99.85,Potable
2022-01-24 01:00:00,Canal_E,Spring,8.107686342413453,9.419000893218605,2.09292044260226,447.73048959585446,20.77278594220562,23.71823471553614,38.42852411252264,0.23227103221634038,7.756261280110006,0.01,0.47200579571983936,0.011227178274185394,79.4236336532809,2,0,2.42861849150781,5.202312989154919,96.8606193360966,Potable
2022-01-25 20:00:00,Well_D,Autumn,6.704986881846869,9.382361858513478,0.1923316131801786,323.38250742508114,22.483447516105592,10.0,36.699135528545476,0.271471980772629,5.277250393397143,0.014088155235633414,0.05646334225514371,0.01526179836346867,44.744937430082615,3,0,2.4894600832911244,7.57464278895954,99.71150258022973,Potable
2022-01-26 00:00:00,Pond_F,Summer,6.979996304502299,8.286312709880447,0.43578735979570143,411.57891089468603,18.524833011361977,65.43208499747516,74.28381110975457,0.039664901229900656,7.488196592014166,0.01,0.20386770484009667,0.06214946021518044,61.3142622292455,1,0,2.910186614376457,9.823721240717308,99.34631896030645,Potable
2022-01-27 11:00:00,Lake_B,Autumn,6.393265669865799,8.527677674801032,0.1,100.0,20.708454381685574,118.54677882105482,38.5405201346355,0.4917184237509684,0.4000870530157261,0.0354941227827843,0.22682787008780048,0.01,86.00951879189572,0,0,0.3748502396112974,12.855012881023328,89.42306267946319,Potable
2022-01-28 21:00:00,Canal_E,Winter,7.665504732163928,7.631102090685918,1.5612896081754613,556.7273985403109,24.377999226998227,79.63045024617732,69.80925515350188,0.27817877971980465,5.0988343921252595,0.011687817914234603,0.18079315333026497,0.01,69.25514861385733,3,0,3.292833342001526,6.65890392453073,97.65806558773681,Potable
2022-01-29 11:00:00,Spring_C,Autumn,7.032746246821627,8.019864852012269,1.0509031953112684,634.0727511184189,18.97718005317403,49.95090289856667,45.39184179181062,0.541736577667221,1.6191939116049152,0.025430161982573047,0.01,0.03214830717770782,63.69674289611882,1,0,2.6868592573272023,10.099738054930395,98.4236452070331,Potable
2022-01-30 16:00:00,Lake_B,Winter,4.693754834076085,2.4630842528980286,5.009278649528509,394.05600029852985,29.03097782640177,160.06857411407526,134.53505870533675,1.9052300633821697,44.67913934398084,0.5503499293010929,0.0805685018973919,0.5733303820268646,328.87682337447916,95,54,19.32262561847982,13.193754621581888,39.40035412070566,Not Potable
2022-01-31 09:00:00,Spring_C,Autumn,6.8978307152766805,7.87121286805683,1.2171983304516463,789.638719190667,20.274584292322857,97.21670853623677,43.35016612360199,0.5604777225970493,6.152578130030218,0.010677401860325429,0.013781777993744679,0.0356598645140634,100.6912686595295,1,0,1.872198133854883,7.54660865443223,98.17420250432252,Potable
2022-02-01 15:00:00,River_A,Summer,5.2442021602342415,4.743301183561128,20.0,1370.6045952258733,19.62049351926433,158.96446646808445,161.1340231799604,1.5306533885851414,59.803273304012194,0.22576543975760113,1.3686054103906036,0.12856251971515745,424.1019788582763,96,43,18.036034678274902,1.0,27.747643263232252,Not Potable
2022-02-02 14:00:00,Lake_B,Winter,4.835963444727675,1.810311982249275,0.1,1215.9773520319322,18.145765054594346,340.7293718598837,189.87338466039122,0.10434278870376229,20.7447372213947,0.6550283948152931,1.1915626641653256,0.45280125450095937,198.88836203662487,107,34,18.467751191391667,45.901463443611576,33.88512944517954,Not Potable
2022-02-03 14:00:00,Canal_E,Spring,7.547116705242992,6.8337612757417725,0.9571114588679684,635.7544248765166,24.346243072427516,96.57706969333624,47.2003259424773,0.28791319692446804,3.9894411056685786,0.01,0.02164584871787834,0.046318143617611225,86.9271532613806,2,0,1.0754475612555408,9.306204624452782,98.56433281169805,Potable
2022-02-04 18:00:00,Lake_B,Spring,4.823974422653299,5.460800356338555,4.240699760154117,1739.2637322997662,22.19065251715386,317.0499162713379,177.44746883056797,2.4748574905615146,57.93674750463478,0.39142887834988144,0.12215047052101116,0.3359428723666988,290.652251167579,90,52,14.965745163082813,40.32204491963904,35.81724911939769,Not Potable
2022-02-05 11:00:00,Lake_B,Autumn,7.583906959738199,7.649931670063391,0.6681650365185234,513.5509798124344,11.366094272583153,55.67485157750717,34.29980080594742,0.182216360518186,0.1,0.040464538403101415,0.0339424047658571,0.025374797107524327,131.29259825953977,1,0,1.5637628966326353,9.59454305409608,98.99775244522222,Potable
2022-02-06 22:00:00,Lake_B,Spring,7.594950040018937,6.880065812595104,0.1,242.5597574524828,21.330434643178233,20.881577817892143,50.21475127548387,0.13462724612393553,5.206557733551656,0.017743608413348308,0.028555846922323692,0.01,63.523508518629015,2,0,2.2508661136981676,9.293631919749934,99.85,Potable
2022-02-07 19:00:00,Pond_F,Winter,7.004287241656632,9.907377583931218,0.1,272.86448226437915,16.542255711031228,54.36593812620845,60.81896841455851,0.01,8.4135851429271,0.01,0.11545333340177258,0.01,40.22315336767039,2,0,2.8229577977676077,11.562083658015773,99.85,Potable
2022-02-08 02:00:00,Lake_B,Spring,6.465460219681896,7.672594103914866,0.6132075663788727,298.95400922971277,20.458519997396383,103.14810931004061,20.74808478800575,0.195951166677302,5.325180399944584,0.01,0.02067502913655593,0.036030652898078545,57.75569249427457,0,0,2.2722421409695714,13.506721917148484,94.94202952915927,Potable
2022-02-09 04:00:00,Spring_C,Summer,6.750419186498981,7.057274947815338,0.6679006739932318,403.09262999739354,25.52346932277631,58.56967491716285,75.98124436104413,0.10785689079955055,4.745744926315366,0.047005399911912375,0.07833307951184425,0.01,44.976311572916494,1,0,1.9897013013238725,10.747477296588851,98.99814898901016,Potable
2022-02-10 18:00:00,River_A,Summer,6.529735698308742,7.65161882736063,1.1136984744471803,547.5689941106546,26.791170088569512,65.63622846677931,5.0,0.1642913161347599,5.429171865648232,0.0313555361894075,0.42996393160414403,0.012140586754201226,18.95970183400503,0,0,2.8275431521494214,10.011980393633443,98.32945228832924,Potable
2022-02-11 06:00:00,Well_D,Autumn,4.451318239761888,4.290684072633305,6.031970688349201,1276.83552885126,14.067255262126956,180.00576504952866,112.33778954582414,2.9630151275074437,36.30454254266114,0.8657480454487987,0.3937314642133718,0.1017343136785355,436.32602402533814,94,49,18.253210071422135,61.10819429784604,30.87683621165477,Not Potable
2022-02-12 20:00:00,Lake_B,Winter,7.869057608223841,7.6878025478910885,0.575893734871332,448.1127925773604,26.941170059401696,53.46731283522331,59.3217387094685,0.6766094164781398,5.584903657521664,0.01,0.10268679106766375,0.01,114.18344500530242,5,0,1.2542622930662,1.2030013582426253,99.136159397693,Potable
2022-02-13 08:00:00,Canal_E,Summer,6.4426929362661145,5.131924474428748,13.957007962274869,1086.0378692632592,16.982742997110613,77.76339123673894,110.92672895087699,4.251905464191925,44.86494151692244,0.4747160145053348,1.7938502299563563,1.154886566902558,290.09557068736376,92,52,13.220397511673173,61.69996565707356,38.57597712940182,Not Potable
2022-02-14 06:00:00,Lake_B,Summer,6.190222225511416,8.791946696566866,0.1,567.5229482388154,27.59412109882865,84.77686533576261,7.483304580588381,0.27664886791558835,2.3033558029352568,0.09712655644298795,0.014808130021323883,0.03443815918558371,88.7178747184033,0,0,0.1,13.568550919456921,94.61088890204567,Potable
2022-02-15 17:00:00,Canal_E,Winter,6.948228255130688,1.3773787690517394,1.397259749796995,961.9652216864765,25.69937409545167,158.18605949069317,155.74628755144607,5.0,20.865312197369395,0.2099744913916543,0.21982813099351178,0.45532515862057166,460.16634576691854,102,54,13.0080826276983,1.0,45.10676835716258,Not Potable
2022-02-16 03:00:00,Spring_C,Spring,8.306095654692342,8.970320772036485,0.14266679791335707,191.32428208878213,22.55520181816604,54.143877231469034,53.39391849206867,0.17910130696011814,4.7086911781559975,0.01,0.1898403476176909,0.023564784336141995,60.16366681183482,1,0,1.6365758118999967,4.981676325505075,95.1558640344617,Potable
2022-02-17 13:00:00,Canal_E,Spring,4.0,2.90890288442176,1.1083111259572873,920.1608796073997,23.630796522986735,227.61186989828994,180.55383581854875,0.20297743055206233,29.436040634348316,0.11057612014154362,0.3301222921145352,0.7085999855465998,193.95103107320472,93,55,17.97851118880016,21.543068402089965,37.81182877021835,Not Potable
2022-02-18 17:00:00,Well_D,Autumn,6.124385191064666,8.162481060164517,0.30565818050047844,453.9491750913973,22.164948074066313,79.75799579314672,33.397331788390815,0.01,2.5829300209936656,0.050711672259064706,0.09193856611279398,0.015458069519660061,78.99026319728175,1,0,2.2985807512008556,11.315249134186358,94.03905349350794,Potable
2022-02-19 08:00:00,River_A,Spring,8.084149154198386,6.63377305199275,0.24022315892224985,560.0179324711627,27.640930062203516,83.46017395576449,69.25424192127568,0.24235962455221782,4.521674887945992,0.028864893079889254,0.015480826561967179,0.027144946558381605,83.07722364841712,1,0,2.459712632538998,1.8880393182318063,99.63966526161663,Potable
2022-02-20 20:00:00,Canal_E,Winter,7.220844518565971,8.332899328597389,0.1,250.713051341402,21.353347050545768,115.84961758205112,52.35363519403552,0.06544684586458197,4.2300040209154375,0.0869936918953641,0.2317410284567644,0.01,32.924178133491864,3,0,1.1709811445076612,8.421229565165879,99.85,Potable
2022-02-21 01:00:00,Canal_E,Summer,5.473705598711876,3.7979859114177055,8.786753738358343,1102.3115531522642,28.94144727376404,145.80230596178188,144.03395476668007,1.878018550148271,0.1,0.07836514896503012,2.084529348494306,1.285079023889222,308.14610282023796,90,51,18.437693427366106,11.742001898352676,32.57397622427915,Not Potable
2022-02-22 19:00:00,River_A,Spring,7.42554764829149,7.039593384360757,0.17179257856711072,215.15633154158218,17.520034278913535,68.52942488555095,58.99659835510263,0.045198817319125784,6.539315717319954,0.01,0.04352202052874227,0.05988459761984394,111.65396523173474,1,0,0.6940367200475874,3.1867436611485207,99.74231113214933,Potable
2022-02-23 14:00:00,Well_D,Autumn,6.675496538714757,8.36474469164084,0.1,603.8876978578917,21.305483867049396,86.5347932326944,31.38962336043264,0.06301034554196525,11.713889053472654,0.03912952468922605,0.04708167241374314,0.01,37.34654920314143,2,0,3.8132374499616652,4.763396530411058,99.85,Potable
2022-02-24 06:00:00,Lake_B,Spring,5.288287569864199,4.946132131934556,0.22140690471694197,1151.2303223442536,26.118765250813958,199.67129966320627,137.53025348072424,1.2797993423010867,22.492037195234257,0.01,0.28194173005224316,0.19426570361972803,164.68790019958766,121,35,18.471719139397596,11.298151515961269,45.89098148302125,Not Potable
2022-02-25 11:00:00,Canal_E,Winter,5.907594701329911,3.171520336955533,6.008867227658616,1237.344013453759,23.57307629436341,350.43913825884476,155.62260766443094,2.880896835194566,6.138351283850334,0.01,1.170671987937879,0.057157174850953646,367.2711260408644,116,55,9.42262364397479,30.73744092585029,33.07147877289193,Not Potable
2022-02-26 07:00:00,River_A,Autumn,7.511198435261644,7.938382580128403,0.262521045325053,247.090719329356,20.999566164017367,70.66589491777302,52.089800552382705,0.19156347471644142,0.1,0.01,0.162021769660613,0.0267756117436743,122.20433282859678,3,0,0.6284266198386637,5.15017180787034,99.60621843201241,Potable
2022-02-27 14:00:00,Spring_C,Spring,7.229200736051334,6.46828298806644,0.3227716415299775,508.114780737639,19.893802762316938,153.3189823470737,41.94786917682337,0.5502378020764669,3.8194114100479055,0.027330510100943638,0.12717345528063145,0.015439093291412647,22.284098226549702,1,0,1.854648952087406,5.991770551143698,99.51584253770503,Potable
2022-02-28 02:00:00,River_A,Autumn,7.244804079963805,8.743183437214359,0.8696544029722919,656.2198371844748,17.692097814677965,72.9960850499522,39.91581250836294,0.640698227614766,9.665723418836599,0.04544668462052683,0.01,0.01,86.80246890023274,0,0,0.1,4.396660558445256,98.69551839554157,Potable
2022-03-01 13:00:00,Spring_C,Winter,6.609303008350599,6.601186811965098,1.6360870131733738,285.48212438259793,26.143538646214335,104.70819296692997,44.9840192255011,0.04666655623647317,4.835058819656057,0.012419275680168453,0.08320532244202088,0.07631255860759051,31.3491984867386,3,0,2.3146785461834707,8.226258592506236,97.54586948023994,Potable
2022-03-02 16:00:00,Well_D,Summer,4.7687916595608275,2.7652394537469407,3.599253662060986,671.0795906484666,32.88331372608388,219.43936227483212,123.76154274160513,0.01,23.966350354135134,0.5873261197684786,1.1304529357339994,0.3080175851214386,205.4129756554668,87,48,5.896227364667423,30.913223016216058,43.92200450639265,Not Potable
2022-03-03 03:00:00,Lake_B,Winter,7.170862172768951,4.962473746337153,0.699210945889515,1328.3727461362976,28.865153266233047,209.85761927936858,169.7736645822979,4.812370800113041,22.575598773071565,0.36812774708778695,0.042645662588976445,0.1478000774173068,286.6340614617184,90,47,5.893837840322133,29.811849993728913,52.91301362813272,Questionable
2022-03-04 17:00:00,River_A,Winter,5.789096110328493,4.108958761248445,2.9039087225804088,1188.3114272445116,20.936782719521798,190.17716683616504,175.97152052570954,1.3451853001262633,28.544650938923848,1.8846418108282759,1.4525857394106199,0.24242677509500166,447.6251774849498,117,56,24.667309795459726,26.872629347080483,40.80272623252102,Not Potable
2022-03-05 07:00:00,Pond_F,Winter,6.107144758762329,8.61394863321566,0.9468279552687285,552.4786365547969,21.91046877843251,77.41043816098882,45.18242810853349,0.14647190433249802,9.898328740358245,0.029403513350985788,0.17361952828156055,0.01,30.388147565893235,5,0,1.845754226975786,6.93864878183703,93.00833710214623,Potable
2022-03-06 03:00:00,Canal_E,Winter,6.241026763011244,2.384047962028798,12.14979649738807,1007.4605452048891,30.11329603946809,110.07790522155133,198.8272237576904,2.6170410073284494,29.862114563065404,0.458980147040921,3.0,0.20595402462344375,427.73014379984454,96,67,4.299437141785349,43.8950881442779,30.10434276005804,Not Potable
2022-03-07 01:00:00,Well_D,Summer,5.06053533591207,2.238924477380852,0.3143194697208307,754.3707678366937,21.16428509611565,245.05429583075605,252.82256653279944,0.10307753935222917,32.52691262408283,0.3378882402279628,0.10706980901059218,0.0832940308169511,80.66121915871983,98,56,20.08592905896794,68.44487678263543,46.78743557120959,Not Potable
2022-03-08 05:00:00,River_A,Summer,6.267864183366874,0.4500604189754682,5.9211354374571,612.204242752225,29.74008800971027,258.895459208187,145.59521546687273,0.28104975061880955,6.8333876621919885,0.10812514765540772,0.7600295661319271,0.3113596748889999,195.02308307227992,115,59,28.277820986616177,46.13770637916331,37.53993483420825,Not Potable
2022-03-09 21:00:00,Canal_E,Autumn,7.2434295815809016,6.780680009870447,0.28122712468655664,525.3028906495298,33.37578958610272,61.4774004115225,28.86662814237775,0.19518784772599618,3.5434944695434747,0.036315176350736875,0.24256525808929977,0.01,91.95241428570205,3,0,1.994841778767815,11.802599200780495,99.57815931297017,Potable
2022-03-10 09:00:00,River_A,Spring,7.658314233078765,6.8010495605363985,1.9335233467618114,511.56446297917535,26.348409448062974,30.281162602107877,63.70095252523372,0.12670787569413183,2.4922484456612444,0.020562614900878934,0.04771416635142503,0.015255760863400768,120.23564127076583,5,0,3.0582732079795925,13.450717054561494,97.09971497985728,Potable
2022-03-11 03:00:00,Spring_C,Summer,7.120126679817392,8.752212909759818,0.6342234683946675,479.35110948464677,23.26097970628342,41.184378472329634,5.0,0.024796107558640257,4.1826170546982695,0.016912057466692644,0.18209773378352073,0.02379779859348537,44.437787397780085,2,0,1.4612222260614423,3.1099573938203218,99.04866479740801,Potable
2022-03-12 21:00:00,River_A,Summer,6.606651441156034,8.154654162908008,1.059122646319113,318.1819667501838,21.8335627560267,21.330589334809062,55.61768050277976,0.09170581030151909,2.453291374027776,0.0926121566588051,0.03756555744802919,0.029746257269742112,76.60210074821546,4,0,3.1546336579054275,12.557050477055167,98.41131603052133,Potable
2022-03-13 17:00:00,Pond_F,Spring,7.965366196268998,7.684652775904601,0.34040213241406403,612.4444156528667,26.005226148308903,36.90860202660246,73.02578377075494,0.01,2.225841009521154,0.01,0.08442103120509731,0.01,66.57424062850473,3,0,0.1,11.895707146935287,99.4893968013789,Potable
2022-03-14 11:00:00,River_A,Summer,4.289522020884387,3.559249487697948,0.4787497964614334,990.0877263780163,27.18977308391358,201.00039928203395,106.69394748829191,0.3559849132431182,22.46748012645178,0.2816785542135622,1.5208192490930006,0.08389798846314081,403.25259430539427,116,53,2.4350773221452915,66.07634503010308,39.766395956269,Not Potable
2022-03-15 01:00:00,River_A,Winter,6.495244341263403,9.068339276030125,0.10734238176057123,288.68658347330023,26.558551248056126,93.28048064550958,39.86979106431834,0.4465046388839078,6.932160885668662,0.011036096459972625,0.11331883222487019,0.01,10.0,1,0,2.1872430223361374,9.391339047389021,95.81996379241275,Potable
2022-03-16 09:00:00,Pond_F,Winter,6.966592527105109,7.329820333493449,0.1503127893617192,647.1442515776628,17.651425999050804,56.647982176132075,25.156360763812554,0.4323458346868374,4.286126012178259,0.010232752764931595,0.2141736731064519,0.011284541597935365,34.92764105569866,1,0,0.7949988557746264,9.907921819097014,99.77453081595742,Potable
2022-03-17 03:00:00,Well_D,Spring,6.9863376587159145,6.18593269146596,1.4052214574760926,469.7504151953081,19.753904571141074,77.66877356649152,71.65029270845015,0.24049110703592574,3.501468740901477,0.01896370993802144,0.026738579839997348,0.011382370645809901,138.4570447430886,0,0,2.369538949896088,4.730551689538322,97.89216781378586,Potable
2022-03-18 13:00:00,River_A,Autumn,7.430848459062106,8.587195184395304,0.7032703960207608,469.3705429717759,14.647282002382163,74.05687633530044,68.54843715284602,0.12538583741690287,5.846770731746483,0.13578864436746355,0.030431237289488874,0.013791538698060277,92.95374893646506,2,0,2.1722079719856855,7.816743650166927,98.94509440596886,Potable
