Date,Location,Season,pH,Dissolved_Oxygen_mg_L,Turbidity_NTU,Conductivity_uS_cm,Temperature_C,Hardness_mg_L,Chloride_mg_L,Ammonia_mg_L,Nitrate_mg_L,Phosphate_mg_L,Iron_mg_L,Manganese_mg_L,Sulfate_mg_L,Total_Coliform_CFU_100mL,E_Coli_CFU_100mL,BOD_mg_L,COD_mg_L,WQI,Potability
2020-03-16 12:00:00,River_A,Winter,7.450206446712944,6.219296086225073,2.97412703528835,574.5355180936047,26.23903744056709,159.96531707007463,71.9254008349485,0.7277163880793471,15.490304874755246,0.39242462382299687,0.49030511541729593,0.16829705534402012,188.59542562038968,15,3,4.385064166138994,53.27087526202501,64.39518290595075,QUESTIONABLE
2020-05-12 04:00:00,Lake_B,Spring,5.627424590469415,1.4630002224625167,9.731918906660603,1182.088462913418,31.720907608634544,283.9829234190106,210.43310354560782,1.3552047524245086,47.545918602909865,1.98909230847524,1.7803414305434462,0.9262037963080978,506.5227908706992,115,124,29.297365474358468,132.7973508988045,53.339534680403446,NOT POTABLE
2020-02-04 20:00:00,Pond_F,Winter,6.910065317842061,9.70994803912295,0.7072223026501544,393.26195122803404,18.6055978184783,77.1478262941852,34.1061297838781,0.18133706542378347,1.0970164382382197,0.019376305683538014,0.07141453171929871,0.02168214816936626,31.67043857070253,2,0,0.5998470918713343,9.538226052164669,86.55947058573884,POTABLE
2020-02-21 12:00:00,Well_D,Winter,7.2581095062009275,8.217365078749385,0.7851934861391088,376.323299821827,24.20187631119245,73.98137579677922,28.83006631476426,0.04648305610060698,0.8155029945551164,0.14132897953953838,0.07423530945331035,0.03662406820638647,35.017338006663735,1,0,1.8861094832685246,10.742268617030406,87.46170443290353,POTABLE
2020-05-03 08:00:00,Spring_C,Spring,4.740576200765507,3.7195562991191746,9.618388957103125,1773.5611138670781,16.604228054724615,313.4668214551298,176.42848395569177,2.675418374848405,87.15176989203907,2.2769826575664145,1.6857374790548298,1.6599630052963954,449.6602703507513,211,101,27.104622248504803,242.17833440501127,48.27559856744415,NOT POTABLE
2020-04-06 08:00:00,Pond_F,Spring,6.87131457958865,6.177273058117178,3.210816324208576,561.1596783230073,15.989299856750065,141.9131896503923,59.99364873247218,0.4623017297179938,17.5753182710396,0.6941886157244328,0.15259679758183559,0.2173832850253425,128.94619122204307,26,1,5.7045671544058285,49.573401593282185,65.2449067370328,QUESTIONABLE
2020-05-29 04:00:00,Lake_B,Spring,5.740687863418193,3.2345490266992574,8.190744629894759,1755.4816667774003,13.808530570434588,238.69562594881978,218.37608017063155,3.3257056838737884,58.34280375074151,4.82842452125316,2.876509155430341,0.5186145725902394,310.31476581925375,265,207,19.70998375099819,146.72955003595195,50.223497650517295,NOT POTABLE
2020-03-31 20:00:00,Spring_C,Winter,7.288465892920184,7.010648789967313,3.1543162968552467,698.7508449431191,18.58080683727662,141.2027934512438,76.80961396411021,0.6144037419125488,13.281449251819234,0.36379613736279504,0.473371683310588,0.14839574015421142,103.63443562504656,23,1,3.9111133664712057,45.43503935578054,63.788343111904275,QUESTIONABLE
2020-03-13 16:00:00,Lake_B,Winter,7.6107916081410245,5.51221116505063,3.373322609169362,587.1974790496876,25.945785864756942,158.62838119863574,82.9678693639422,0.6574780891130276,13.724578702152256,0.884429599855074,0.4901488708055173,0.23468871568736133,93.39631152752739,12,1,6.206157842876301,43.52867174716367,65.70500586159342,QUESTIONABLE
2020-04-23 00:00:00,River_A,Spring,4.627565431959106,1.489960071036188,4.070518666355781,1572.90211238139,17.577642345427222,317.997877411452,164.0617085918134,3.4580012568965834,39.148877762381915,2.1068060486512787,1.681753079167873,1.11273108332341,372.04598379504245,360,162,26.83025285659724,235.02659346481562,49.51649479101225,NOT POTABLE
2020-06-04 20:00:00,Pond_F,Spring,5.801018257053169,4.319386100009795,8.09215645970299,1565.350166768435,14.24054422907967,303.25950573903623,155.40999530422764,3.496186290262452,35.860689317623695,4.205985355098472,1.199873813137239,1.8217838553414634,356.4715813472513,321,245,23.212552408266436,222.56488067345492,48.7349529677428,NOT POTABLE
2020-04-15 20:00:00,Spring_C,Spring,7.345325935540047,6.281220815357137,2.1960603054165055,720.3824769441352,27.72151913317186,197.23537765909686,70.81304996800375,0.4858494520527975,11.63110583196939,0.48814690871312283,0.3895106132138013,0.2741951384962971,138.65352658755992,27,0,3.845140150279751,41.88769569837397,64.1242290823808,QUESTIONABLE
2020-05-24 08:00:00,Spring_C,Spring,5.67900073811605,3.701544088389031,5.1810877126421095,1364.853715976739,10.848896417779926,202.6696995081424,177.21695437559407,1.7588814833728872,77.83525564113539,4.034842753846943,2.790807449116511,1.641023770308558,266.8854430977896,211,235,34.151637165852236,154.40516237036275,47.441781993335624,NOT POTABLE
2020-04-10 12:00:00,River_A,Spring,6.566734682720781,6.450375354894175,2.174475501671684,801.2779582678993,24.656679520603255,124.06831750669919,61.05616314445075,0.49198329511122973,14.571343809713714,0.4011606567348652,0.21027354873000015,0.3820124445465466,176.5043488757337,28,2,4.626271231621963,37.44676997401479,63.89891246933042,QUESTIONABLE
