Date,Location,Season,pH,Dissolved_Oxygen_mg_L,Turbidity_NTU,Conductivity_uS_cm,Temperature_C,Hardness_mg_L,Chloride_mg_L,Ammonia_mg_L,Nitrate_mg_L,Phosphate_mg_L,Iron_mg_L,Manganese_mg_L,Sulfate_mg_L,Total_Coliform_CFU_100mL,E_Coli_CFU_100mL,BOD_mg_L,COD_mg_L,WQI,Potability,DO_pH_Interaction,Hardness_Conductivity_Ratio,Pollutant_Index,Redox_Indicator,Ion_Balance,Microbial_Load,E_Coli_Ratio,Organic_Load,BOD_COD_Ratio,Metal_Index,Nutrient_Index,Turbidity_Log,Suspended_Matter_Index,pH_rolling_7d,pH_rolling_30d,pH_rolling_std,Dissolved_Oxygen_mg_L_rolling_7d,Dissolved_Oxygen_mg_L_rolling_30d,Dissolved_Oxygen_mg_L_rolling_std,Turbidity_NTU_rolling_7d,Turbidity_NTU_rolling_30d,Turbidity_NTU_rolling_std,WQI_rolling_7d,WQI_rolling_30d,WQI_rolling_std,Year,Month,Day,DayOfWeek,Quarter,Week,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,Location_encoded,Season_encoded
2020-01-01 04:00:00,Lake_B,Winter,7.17048890577663,9.223306320976562,0.0155823811235767,304.6124850082832,22.198197282067117,77.99026802006789,11.399969896408464,0.1950135485798772,1.2405795681084908,0.0226849008345949,0.0532870206533161,0.0214738597380148,49.32923543227153,0,0,0.5696756190799965,9.252813963310068,85.41951160175887,POTABLE,0.26808892874418866,0.2551933309202144,0.48609267250765426,8.241057362737555,0.7688188285834329,0.0,0.0,4.911244791195032,0.06090954244516822,0.02872556884621639,0.717796558344184,0.015462222454084084,0.017295038515275713,7.0976064885425245,7.0976064885425245,0.10307130291100736,9.562367466898197,9.562367466898197,0.479504871036139,0.30192879757729335,0.30192879757729335,0.4049549856857805,85.82267386170548,85.82267386170548,0.5701575358534907,2020,1,1,2,1,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0
2020-01-01 08:00:00,Spring_C,Winter,6.902314474212375,8.130103185970558,0.7596195744301333,493.12640661491184,24.46717878493169,71.32296384213595,12.930163420191516,0.1400042750373098,2.2567472193240468,0.027085352878269,0.0446623837077889,0.0110316556334565,46.372816083151285,1,0,1.4937834265309728,7.181977532625877,87.45418755587498,POTABLE,0.07758120028872866,0.14434153465050525,0.8079456157465418,7.262527090054873,0.8199744085818618,0.6931471805599453,0.0,4.337880479578425,0.205134308618543,0.023002314799150866,1.1983757471806782,0.5650976347941198,0.9292873968057898,7.032509150432475,7.032509150432475,0.13425660888361804,9.084946039922317,9.084946039922317,0.8937315690299559,0.45449238986157336,0.45449238986157336,0.3896424249076804,86.36651175976199,86.36651175976199,1.0246066493697965,2020,1,1,2,1,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,2,0
2020-01-01 12:00:00,Well_D,Winter,7.112040812706686,9.09342055868656,0.1560350198651663,493.9169255529117,24.20106258688892,115.76492590949324,36.844820512829465,0.1236009959741061,4.617183751613273,0.0223889502872687,0.0237188003693401,0.0113568186673161,23.01321323053057,0,0,0.907023547660844,10.801162564063503,85.76535976038706,POTABLE,0.11415101510661821,0.23390779327290714,1.587724565958216,7.922601947514126,0.5126371063666598,0.0,0.0,5.854093055862173,0.0832042951685644,0.013148752994133203,2.3703923737936896,0.14499606379234065,0.18881066407516728,7.052392066001027,7.052392066001027,0.11660994531046939,9.087064669613378,9.087064669613378,0.7297410723589355,0.37987804736247155,0.37987804736247155,0.3514019729857123,86.21622375991825,86.21622375991825,0.8889460738481183,2020,1,1,2,1,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,3,0
2020-01-01 16:00:00,Canal_E,Winter,7.014051996016153,8.561869019374761,0.4387299056950163,328.1848449949525,24.41757584603232,55.21854505758396,39.60660809801552,0.1567265061663649,1.073706839517445,0.0107730963973043,0.0670822999918384,0.0312057203154285,39.16028672163949,0,0,1.408939962171517,11.484106149593444,86.59652530170266,POTABLE,0.0016906146017794273,0.1677432782740367,0.41373548069370475,7.272564408198265,1.4010838369967606,0.0,0.0,6.446523055882481,0.12162698994440459,0.03699267479042219,0.615216672841905,0.36376071445426217,0.5356360374115334,7.044724052004052,7.044724052004052,0.10243242505316379,8.982025539565655,8.982025539565655,0.6742088835973534,0.3916484190289805,0.3916484190289805,0.30545902869210995,86.29228406827514,86.29228406827514,0.7884127689187984,2020,1,1,2,1,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,4,0
2020-01-01 20:00:00,Pond_F,Winter,7.190646215301167,9.82991935108756,0.6815304764539415,389.8901348276407,18.76328093192329,75.95727765387865,30.065237579908217,0.1365252477573243,2.9973591597678637,0.0484610510186089,0.049287039809339,0.0214878062426136,48.86848381556415,2,0,1.6411775729253462,8.928940382986474,86.4481012773641,POTABLE,0.3572780463234071,0.19431873789132922,1.060781819514599,8.772907555496378,1.0256823500239045,1.0986122886681098,0.0,5.285058977955909,0.18176856899153643,0.026883722353347347,1.566942203762594,0.5197043765976869,0.6393873896686417,7.069044412553571,7.069044412553571,0.10928312305827115,9.123341174819306,9.123341174819306,0.6953177313862554,0.439962095266474,0.439962095266474,0.2977405622972958,86.3182536031233,86.3182536031233,0.7080411399041333,2020,1,1,2,1,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,5,0
2020-01-02 00:00:00,River_A,Winter,7.262580307972737,8.987591192728782,0.4229589352117753,385.5082036717099,18.20335301395276,57.55239988953132,10.942875570602029,0.1309179781401182,1.640344307274001,0.0811998967630583,0.0735296531748265,0.0174787668744662,26.415316921425188,2,0,0.8045918371021541,11.599974993905867,86.35212227405916,POTABLE,0.6196801955832231,0.14890343682954488,0.6174873940590592,7.74713450962798,0.6380300818157677,1.0986122886681098,0.0,6.202283415504011,0.06876868006309754,0.0377892748920319,0.8856311427070596,0.3527384607937604,0.384963540403276,7.096692397613452,7.096692397613452,0.12370615061335505,9.103948320234945,9.103948320234945,0.6368057286011842,0.43753307240151706,0.43753307240151706,0.2718746704435844,86.32309198468556,86.32309198468556,0.6464769261545856,2020,1,2,3,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0,0
2020-01-02 04:00:00,Lake_B,Winter,7.159319279893122,9.389569866079407,0.7055695928220537,424.8708096267586,20.365069486701717,57.38459818811894,23.696037114487307,0.0515036830711983,2.1408987445647947,0.1336592362486415,0.0327041514703691,0.0136626386410202,24.251913523079,1,0,0.6650778867915151,6.595546137793592,86.7163542526044,POTABLE,0.2383320054283512,0.13474649328140595,0.7753538879615448,8.663507463620896,0.8212431381830344,0.6931471805599453,0.0,3.6303120122925536,0.09933138732887303,0.01772166201314047,1.0962012138179964,0.5338991269822373,0.7184486892762479,7.115920284554123,7.1045207578984115,0.12108810507019625,9.030825642129171,9.139651013465503,0.5539713566439288,0.454289412228809,0.4710376374540841,0.2859632776884981,86.39316600339303,86.37224976817542,0.6606081072379795,2020,1,2,3,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1,0
2020-01-02 08:00:00,Spring_C,Winter,7.056264673175754,9.636029531844986,0.6899771607725114,301.3904261062381,22.085978420620528,79.21877022041453,16.663234314121908,0.0327744197933997,1.7543143398777772,0.1420073585477526,0.0326242052414528,0.0255637186523009,38.12075835580711,0,0,0.5973383706634723,6.777407897540413,86.56193955562253,POTABLE,0.03050490827018573,0.26197512679380525,0.6430320394063098,8.898554905024598,0.6829323426350318,0.0,0.0,3.6873731341019425,0.08685516106687523,0.020723431659418968,0.8935443798355884,0.5247150145078705,0.7619410341771353,7.099602537039713,7.099158970707005,0.120202017797913,9.089786100824659,9.194804182174334,0.5980794499147548,0.5506315236072282,0.4953642511561316,0.21937875004071705,86.55636999680213,86.3933264112251,0.5020709182889609,2020,1,2,3,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,2,0
2020-01-02 12:00:00,Well_D,Winter,6.948125637703161,9.392608545679575,0.5726937660403092,329.61738599068,25.98192388039153,68.67467099926995,39.29844867497958,0.0880970325304639,0.2619485912126871,0.0583099747237356,0.0544045941290954,0.030421163546643,31.237383332685454,1,0,1.978475681165901,6.694386900580502,86.44908325924084,POTABLE,0.025275034928775735,0.20771645385039086,0.13611853282229555,8.525322287504935,1.0123597427306705,0.6931471805599453,0.0,4.336431290873202,0.2911926727335564,0.031166115630132683,0.1750228118715755,0.45278992364855036,0.7439842918017034,7.106146988966969,7.084055637406621,0.10833129190696618,9.270144009354519,9.214584618524858,0.4260675768627563,0.5239278366943962,0.5030972026445493,0.20024208045422318,86.41278366871153,86.39890209602666,0.3091833548032526,2020,1,2,3,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,3,0
2020-01-02 16:00:00,Canal_E,Winter,7.203281328443527,9.523239230657436,0.1977336597539957,445.6432697223719,20.942265061754025,94.26140814155056,29.00589132282684,0.1117971899742041,0.5424198732666007,0.1269423493824933,0.0324546045480215,0.0155955553119956,11.631005662190557,2,0,0.8303615713483224,9.978046727066124,85.63384770417927,POTABLE,0.3935316573559915,0.2110440580469114,0.2603864708744327,8.442398400815993,0.4265829970163189,1.0986122886681098,0.0,5.4042041492072235,0.08239310590992405,0.01800362950808789,0.3271085316204024,0.180431154236769,0.2070495357099431,7.119181348357945,7.094894336591794,0.11447350050814821,9.33154667677893,9.24264412871873,0.4273241315412221,0.5298847852499433,0.4753368805635899,0.18770120957274952,86.39399623211042,86.32935169676782,0.3555931257954183,2020,1,2,3,1,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,4,0
